clip_filename_x,original_video,sentiment_score,sentiment_label,base_video,split,video_id,section,clip_filename_y
hfVXx8hfKak_0_clip0.mp4,hfVXx8hfKak_0.mp4,2.0,Positive,hfVXx8hfKak,train,hfVXx8hfKak,0,hfVXx8hfKak_0_clip3.mp4
hfVXx8hfKak_0_clip0.mp4,hfVXx8hfKak_0.mp4,2.0,Positive,hfVXx8hfKak,train,hfVXx8hfKak,0,hfVXx8hfKak_0_clip4.mp4
9cSJglGi9Pg_5_clip0.mp4,9cSJglGi9Pg_5.mp4,-0.67,Negative,9cSJglGi9Pg,train,9cSJglGi9Pg,5,9cSJglGi9Pg_5_clip0.mp4
9cSJglGi9Pg_5_clip0.mp4,9cSJglGi9Pg_5.mp4,-0.67,Negative,9cSJglGi9Pg,train,9cSJglGi9Pg,5,9cSJglGi9Pg_5_clip1.mp4
9cSJglGi9Pg_5_clip0.mp4,9cSJglGi9Pg_5.mp4,-0.67,Negative,9cSJglGi9Pg,train,9cSJglGi9Pg,5,9cSJglGi9Pg_5_clip2.mp4
aKPfbyW-Qxw_4_clip0.mp4,aKPfbyW-Qxw_4.mp4,0.0,Neutral,aKPfbyW-Qxw,test,aKPfbyW-Qxw,4,aKPfbyW-Qxw_4_clip0.mp4
aKPfbyW-Qxw_4_clip0.mp4,aKPfbyW-Qxw_4.mp4,0.0,Neutral,aKPfbyW-Qxw,test,aKPfbyW-Qxw,4,aKPfbyW-Qxw_4_clip1.mp4
aKPfbyW-Qxw_4_clip0.mp4,aKPfbyW-Qxw_4.mp4,0.0,Neutral,aKPfbyW-Qxw,test,aKPfbyW-Qxw,4,aKPfbyW-Qxw_4_clip2.mp4
aKPfbyW-Qxw_4_clip0.mp4,aKPfbyW-Qxw_4.mp4,0.0,Neutral,aKPfbyW-Qxw,test,aKPfbyW-Qxw,4,aKPfbyW-Qxw_4_clip3.mp4
aKPfbyW-Qxw_4_clip0.mp4,aKPfbyW-Qxw_4.mp4,0.0,Neutral,aKPfbyW-Qxw,test,aKPfbyW-Qxw,4,aKPfbyW-Qxw_4_clip4.mp4
8Lmqsakmw3M_4_clip0.mp4,8Lmqsakmw3M_4.mp4,0.0,Neutral,8Lmqsakmw3M,train,8Lmqsakmw3M,4,8Lmqsakmw3M_4_clip0.mp4
8Lmqsakmw3M_4_clip0.mp4,8Lmqsakmw3M_4.mp4,0.0,Neutral,8Lmqsakmw3M,train,8Lmqsakmw3M,4,8Lmqsakmw3M_4_clip1.mp4
OctOcfI4KSs_1_clip0.mp4,OctOcfI4KSs_1.mp4,0.0,Neutral,OctOcfI4KSs,train,OctOcfI4KSs,1,OctOcfI4KSs_1_clip0.mp4
OctOcfI4KSs_1_clip0.mp4,OctOcfI4KSs_1.mp4,0.0,Neutral,OctOcfI4KSs,train,OctOcfI4KSs,1,OctOcfI4KSs_1_clip1.mp4
OctOcfI4KSs_1_clip0.mp4,OctOcfI4KSs_1.mp4,0.0,Neutral,OctOcfI4KSs,train,OctOcfI4KSs,1,OctOcfI4KSs_1_clip2.mp4
OctOcfI4KSs_1_clip0.mp4,OctOcfI4KSs_1.mp4,0.0,Neutral,OctOcfI4KSs,train,OctOcfI4KSs,1,OctOcfI4KSs_1_clip3.mp4
v1GKBjohgHc_2_clip0.mp4,v1GKBjohgHc_2.mp4,-1.33,Negative,v1GKBjohgHc,test,v1GKBjohgHc,2,v1GKBjohgHc_2_clip0.mp4
v1GKBjohgHc_2_clip0.mp4,v1GKBjohgHc_2.mp4,-1.33,Negative,v1GKBjohgHc,test,v1GKBjohgHc,2,v1GKBjohgHc_2_clip1.mp4
v1GKBjohgHc_2_clip0.mp4,v1GKBjohgHc_2.mp4,-1.33,Negative,v1GKBjohgHc,test,v1GKBjohgHc,2,v1GKBjohgHc_2_clip2.mp4
YgyqX4aZ4tE_8_clip0.mp4,YgyqX4aZ4tE_8.mp4,0.0,Neutral,YgyqX4aZ4tE,train,YgyqX4aZ4tE,8,YgyqX4aZ4tE_8_clip0.mp4
YgyqX4aZ4tE_8_clip0.mp4,YgyqX4aZ4tE_8.mp4,0.0,Neutral,YgyqX4aZ4tE,train,YgyqX4aZ4tE,8,YgyqX4aZ4tE_8_clip1.mp4
_tBaGXNwlp0_5_clip0.mp4,_tBaGXNwlp0_5.mp4,-1.0,Negative,_tBaGXNwlp0,train,_tBaGXNwlp0,5,_tBaGXNwlp0_5_clip0.mp4
lpF-yBYou0s_3_clip0.mp4,lpF-yBYou0s_3.mp4,-1.0,Negative,lpF-yBYou0s,test,lpF-yBYou0s,3,lpF-yBYou0s_3_clip0.mp4
g8Cl74tS3oY_1_clip0.mp4,g8Cl74tS3oY_1.mp4,-1.0,Negative,g8Cl74tS3oY,train,g8Cl74tS3oY,1,g8Cl74tS3oY_1_clip0.mp4
g8Cl74tS3oY_1_clip0.mp4,g8Cl74tS3oY_1.mp4,-1.0,Negative,g8Cl74tS3oY,train,g8Cl74tS3oY,1,g8Cl74tS3oY_1_clip1.mp4
CvW0Mh1EWFA_7_clip0.mp4,CvW0Mh1EWFA_7.mp4,-2.0,Negative,CvW0Mh1EWFA,train,CvW0Mh1EWFA,7,CvW0Mh1EWFA_7_clip0.mp4
CvW0Mh1EWFA_7_clip0.mp4,CvW0Mh1EWFA_7.mp4,-2.0,Negative,CvW0Mh1EWFA,train,CvW0Mh1EWFA,7,CvW0Mh1EWFA_7_clip1.mp4
CvW0Mh1EWFA_7_clip0.mp4,CvW0Mh1EWFA_7.mp4,-2.0,Negative,CvW0Mh1EWFA,train,CvW0Mh1EWFA,7,CvW0Mh1EWFA_7_clip2.mp4
rvQ2cRnroOU_9_clip0.mp4,rvQ2cRnroOU_9.mp4,-1.0,Negative,rvQ2cRnroOU,train,rvQ2cRnroOU,9,rvQ2cRnroOU_9_clip0.mp4
rvQ2cRnroOU_9_clip0.mp4,rvQ2cRnroOU_9.mp4,-1.0,Negative,rvQ2cRnroOU,train,rvQ2cRnroOU,9,rvQ2cRnroOU_9_clip1.mp4
6hp1SGhVYfY_1_clip0.mp4,6hp1SGhVYfY_1.mp4,3.0,Positive,6hp1SGhVYfY,val,6hp1SGhVYfY,1,6hp1SGhVYfY_1_clip0.mp4
6hp1SGhVYfY_1_clip0.mp4,6hp1SGhVYfY_1.mp4,3.0,Positive,6hp1SGhVYfY,val,6hp1SGhVYfY,1,6hp1SGhVYfY_1_clip1.mp4
eZVcshSUD3Q_3_clip0.mp4,eZVcshSUD3Q_3.mp4,0.0,Neutral,eZVcshSUD3Q,train,eZVcshSUD3Q,3,eZVcshSUD3Q_3_clip0.mp4
eZVcshSUD3Q_3_clip0.mp4,eZVcshSUD3Q_3.mp4,0.0,Neutral,eZVcshSUD3Q,train,eZVcshSUD3Q,3,eZVcshSUD3Q_3_clip1.mp4
ICeSewdyf34_1_clip0.mp4,ICeSewdyf34_1.mp4,1.67,Positive,ICeSewdyf34,test,ICeSewdyf34,1,ICeSewdyf34_1_clip0.mp4
ICeSewdyf34_1_clip0.mp4,ICeSewdyf34_1.mp4,1.67,Positive,ICeSewdyf34,test,ICeSewdyf34,1,ICeSewdyf34_1_clip1.mp4
mjQfQx2K__8_1_clip0.mp4,mjQfQx2K__8_1.mp4,-0.33,Negative,mjQfQx2K__8,train,mjQfQx2K__8,1,mjQfQx2K__8_1_clip0.mp4
mjQfQx2K__8_1_clip0.mp4,mjQfQx2K__8_1.mp4,-0.33,Negative,mjQfQx2K__8,train,mjQfQx2K__8,1,mjQfQx2K__8_1_clip1.mp4
kCQqLNiO0mk_11_clip0.mp4,kCQqLNiO0mk_11.mp4,-1.0,Negative,kCQqLNiO0mk,train,kCQqLNiO0mk,11,kCQqLNiO0mk_11_clip0.mp4
kCQqLNiO0mk_11_clip0.mp4,kCQqLNiO0mk_11.mp4,-1.0,Negative,kCQqLNiO0mk,train,kCQqLNiO0mk,11,kCQqLNiO0mk_11_clip1.mp4
kCQqLNiO0mk_11_clip0.mp4,kCQqLNiO0mk_11.mp4,-1.0,Negative,kCQqLNiO0mk,train,kCQqLNiO0mk,11,kCQqLNiO0mk_11_clip2.mp4
kCQqLNiO0mk_11_clip0.mp4,kCQqLNiO0mk_11.mp4,-1.0,Negative,kCQqLNiO0mk,train,kCQqLNiO0mk,11,kCQqLNiO0mk_11_clip3.mp4
G38DwNDQ8Cc_12_clip0.mp4,G38DwNDQ8Cc_12.mp4,-3.0,Negative,G38DwNDQ8Cc,train,G38DwNDQ8Cc,12,G38DwNDQ8Cc_12_clip0.mp4
G38DwNDQ8Cc_12_clip0.mp4,G38DwNDQ8Cc_12.mp4,-3.0,Negative,G38DwNDQ8Cc,train,G38DwNDQ8Cc,12,G38DwNDQ8Cc_12_clip1.mp4
w-PFjo89Dpw_5_clip0.mp4,w-PFjo89Dpw_5.mp4,0.0,Neutral,w-PFjo89Dpw,train,w-PFjo89Dpw,5,w-PFjo89Dpw_5_clip0.mp4
w-PFjo89Dpw_5_clip0.mp4,w-PFjo89Dpw_5.mp4,0.0,Neutral,w-PFjo89Dpw,train,w-PFjo89Dpw,5,w-PFjo89Dpw_5_clip1.mp4
w-PFjo89Dpw_5_clip0.mp4,w-PFjo89Dpw_5.mp4,0.0,Neutral,w-PFjo89Dpw,train,w-PFjo89Dpw,5,w-PFjo89Dpw_5_clip2.mp4
w-PFjo89Dpw_5_clip0.mp4,w-PFjo89Dpw_5.mp4,0.0,Neutral,w-PFjo89Dpw,train,w-PFjo89Dpw,5,w-PFjo89Dpw_5_clip3.mp4
w-PFjo89Dpw_5_clip0.mp4,w-PFjo89Dpw_5.mp4,0.0,Neutral,w-PFjo89Dpw,train,w-PFjo89Dpw,5,w-PFjo89Dpw_5_clip4.mp4
w-PFjo89Dpw_5_clip0.mp4,w-PFjo89Dpw_5.mp4,0.0,Neutral,w-PFjo89Dpw,train,w-PFjo89Dpw,5,w-PFjo89Dpw_5_clip5.mp4
DiOw-w5LDJ0_5_clip0.mp4,DiOw-w5LDJ0_5.mp4,0.0,Neutral,DiOw-w5LDJ0,val,DiOw-w5LDJ0,5,DiOw-w5LDJ0_5_clip0.mp4
puum3vabpb4_6_clip0.mp4,puum3vabpb4_6.mp4,0.0,Neutral,puum3vabpb4,train,puum3vabpb4,6,puum3vabpb4_6_clip0.mp4
puum3vabpb4_6_clip0.mp4,puum3vabpb4_6.mp4,0.0,Neutral,puum3vabpb4,train,puum3vabpb4,6,puum3vabpb4_6_clip1.mp4
puum3vabpb4_6_clip0.mp4,puum3vabpb4_6.mp4,0.0,Neutral,puum3vabpb4,train,puum3vabpb4,6,puum3vabpb4_6_clip2.mp4
G38DwNDQ8Cc_7_clip0.mp4,G38DwNDQ8Cc_7.mp4,-1.0,Negative,G38DwNDQ8Cc,train,G38DwNDQ8Cc,7,G38DwNDQ8Cc_7_clip0.mp4
G38DwNDQ8Cc_7_clip0.mp4,G38DwNDQ8Cc_7.mp4,-1.0,Negative,G38DwNDQ8Cc,train,G38DwNDQ8Cc,7,G38DwNDQ8Cc_7_clip1.mp4
G38DwNDQ8Cc_7_clip0.mp4,G38DwNDQ8Cc_7.mp4,-1.0,Negative,G38DwNDQ8Cc,train,G38DwNDQ8Cc,7,G38DwNDQ8Cc_7_clip2.mp4
G38DwNDQ8Cc_7_clip0.mp4,G38DwNDQ8Cc_7.mp4,-1.0,Negative,G38DwNDQ8Cc,train,G38DwNDQ8Cc,7,G38DwNDQ8Cc_7_clip3.mp4
d3I7Ug-_3L0_2_clip0.mp4,d3I7Ug-_3L0_2.mp4,0.0,Neutral,d3I7Ug-_3L0,train,d3I7Ug-_3L0,2,d3I7Ug-_3L0_2_clip0.mp4
d3I7Ug-_3L0_2_clip0.mp4,d3I7Ug-_3L0_2.mp4,0.0,Neutral,d3I7Ug-_3L0,train,d3I7Ug-_3L0,2,d3I7Ug-_3L0_2_clip1.mp4
_v8c7iWkYz0_2_clip0.mp4,_v8c7iWkYz0_2.mp4,0.0,Neutral,_v8c7iWkYz0,train,_v8c7iWkYz0,2,_v8c7iWkYz0_2_clip0.mp4
_v8c7iWkYz0_2_clip0.mp4,_v8c7iWkYz0_2.mp4,0.0,Neutral,_v8c7iWkYz0,train,_v8c7iWkYz0,2,_v8c7iWkYz0_2_clip1.mp4
_v8c7iWkYz0_2_clip0.mp4,_v8c7iWkYz0_2.mp4,0.0,Neutral,_v8c7iWkYz0,train,_v8c7iWkYz0,2,_v8c7iWkYz0_2_clip2.mp4
_v8c7iWkYz0_2_clip0.mp4,_v8c7iWkYz0_2.mp4,0.0,Neutral,_v8c7iWkYz0,train,_v8c7iWkYz0,2,_v8c7iWkYz0_2_clip3.mp4
Nmd50Uzyybs_0_clip0.mp4,Nmd50Uzyybs_0.mp4,0.0,Neutral,Nmd50Uzyybs,test,Nmd50Uzyybs,0,Nmd50Uzyybs_0_clip0.mp4
Nmd50Uzyybs_0_clip0.mp4,Nmd50Uzyybs_0.mp4,0.0,Neutral,Nmd50Uzyybs,test,Nmd50Uzyybs,0,Nmd50Uzyybs_0_clip1.mp4
Nmd50Uzyybs_0_clip0.mp4,Nmd50Uzyybs_0.mp4,0.0,Neutral,Nmd50Uzyybs,test,Nmd50Uzyybs,0,Nmd50Uzyybs_0_clip2.mp4
Nmd50Uzyybs_0_clip0.mp4,Nmd50Uzyybs_0.mp4,0.0,Neutral,Nmd50Uzyybs,test,Nmd50Uzyybs,0,Nmd50Uzyybs_0_clip3.mp4
ihPjsliqz5o_2_clip0.mp4,ihPjsliqz5o_2.mp4,0.0,Neutral,ihPjsliqz5o,train,ihPjsliqz5o,2,ihPjsliqz5o_2_clip0.mp4
ihPjsliqz5o_2_clip0.mp4,ihPjsliqz5o_2.mp4,0.0,Neutral,ihPjsliqz5o,train,ihPjsliqz5o,2,ihPjsliqz5o_2_clip1.mp4
ihPjsliqz5o_2_clip0.mp4,ihPjsliqz5o_2.mp4,0.0,Neutral,ihPjsliqz5o,train,ihPjsliqz5o,2,ihPjsliqz5o_2_clip2.mp4
ihPjsliqz5o_2_clip0.mp4,ihPjsliqz5o_2.mp4,0.0,Neutral,ihPjsliqz5o,train,ihPjsliqz5o,2,ihPjsliqz5o_2_clip3.mp4
BRzjQHYWbSs_2_clip0.mp4,BRzjQHYWbSs_2.mp4,0.0,Neutral,BRzjQHYWbSs,train,BRzjQHYWbSs,2,BRzjQHYWbSs_2_clip0.mp4
BdqoZ5qpz0E_13_clip0.mp4,BdqoZ5qpz0E_13.mp4,-1.0,Negative,BdqoZ5qpz0E,train,BdqoZ5qpz0E,13,BdqoZ5qpz0E_13_clip0.mp4
BdqoZ5qpz0E_13_clip0.mp4,BdqoZ5qpz0E_13.mp4,-1.0,Negative,BdqoZ5qpz0E,train,BdqoZ5qpz0E,13,BdqoZ5qpz0E_13_clip1.mp4
BdqoZ5qpz0E_13_clip0.mp4,BdqoZ5qpz0E_13.mp4,-1.0,Negative,BdqoZ5qpz0E,train,BdqoZ5qpz0E,13,BdqoZ5qpz0E_13_clip2.mp4
NocexkPXja8_6_clip0.mp4,NocexkPXja8_6.mp4,-2.0,Negative,NocexkPXja8,val,NocexkPXja8,6,NocexkPXja8_6_clip0.mp4
NocexkPXja8_6_clip0.mp4,NocexkPXja8_6.mp4,-2.0,Negative,NocexkPXja8,val,NocexkPXja8,6,NocexkPXja8_6_clip1.mp4
NocexkPXja8_6_clip0.mp4,NocexkPXja8_6.mp4,-2.0,Negative,NocexkPXja8,val,NocexkPXja8,6,NocexkPXja8_6_clip2.mp4
NocexkPXja8_6_clip0.mp4,NocexkPXja8_6.mp4,-2.0,Negative,NocexkPXja8,val,NocexkPXja8,6,NocexkPXja8_6_clip3.mp4
NocexkPXja8_6_clip0.mp4,NocexkPXja8_6.mp4,-2.0,Negative,NocexkPXja8,val,NocexkPXja8,6,NocexkPXja8_6_clip4.mp4
NocexkPXja8_6_clip0.mp4,NocexkPXja8_6.mp4,-2.0,Negative,NocexkPXja8,val,NocexkPXja8,6,NocexkPXja8_6_clip5.mp4
3kNPvhdF1NA_0_clip0.mp4,3kNPvhdF1NA_0.mp4,0.0,Neutral,3kNPvhdF1NA,train,3kNPvhdF1NA,0,3kNPvhdF1NA_0_clip0.mp4
3kNPvhdF1NA_0_clip0.mp4,3kNPvhdF1NA_0.mp4,0.0,Neutral,3kNPvhdF1NA,train,3kNPvhdF1NA,0,3kNPvhdF1NA_0_clip1.mp4
3kNPvhdF1NA_0_clip0.mp4,3kNPvhdF1NA_0.mp4,0.0,Neutral,3kNPvhdF1NA,train,3kNPvhdF1NA,0,3kNPvhdF1NA_0_clip2.mp4
3kNPvhdF1NA_0_clip0.mp4,3kNPvhdF1NA_0.mp4,0.0,Neutral,3kNPvhdF1NA,train,3kNPvhdF1NA,0,3kNPvhdF1NA_0_clip3.mp4
6TDXQtGUNEs_7_clip0.mp4,6TDXQtGUNEs_7.mp4,0.0,Neutral,6TDXQtGUNEs,train,6TDXQtGUNEs,7,6TDXQtGUNEs_7_clip0.mp4
6TDXQtGUNEs_7_clip0.mp4,6TDXQtGUNEs_7.mp4,0.0,Neutral,6TDXQtGUNEs,train,6TDXQtGUNEs,7,6TDXQtGUNEs_7_clip1.mp4
6TDXQtGUNEs_7_clip0.mp4,6TDXQtGUNEs_7.mp4,0.0,Neutral,6TDXQtGUNEs,train,6TDXQtGUNEs,7,6TDXQtGUNEs_7_clip2.mp4
gzZ8NTeTzRs_1_clip0.mp4,gzZ8NTeTzRs_1.mp4,0.0,Neutral,gzZ8NTeTzRs,train,gzZ8NTeTzRs,1,gzZ8NTeTzRs_1_clip0.mp4
LDKWr94J0wM_2_clip0.mp4,LDKWr94J0wM_2.mp4,0.0,Neutral,LDKWr94J0wM,train,LDKWr94J0wM,2,LDKWr94J0wM_2_clip0.mp4
2ahFSMFvs_c_8_clip0.mp4,2ahFSMFvs_c_8.mp4,0.0,Neutral,2ahFSMFvs_c,train,2ahFSMFvs_c,8,2ahFSMFvs_c_8_clip0.mp4
2ahFSMFvs_c_8_clip0.mp4,2ahFSMFvs_c_8.mp4,0.0,Neutral,2ahFSMFvs_c,train,2ahFSMFvs_c,8,2ahFSMFvs_c_8_clip1.mp4
jakiZQd4boM_3_clip0.mp4,jakiZQd4boM_3.mp4,0.0,Neutral,jakiZQd4boM,train,jakiZQd4boM,3,jakiZQd4boM_3_clip0.mp4
jakiZQd4boM_3_clip0.mp4,jakiZQd4boM_3.mp4,0.0,Neutral,jakiZQd4boM,train,jakiZQd4boM,3,jakiZQd4boM_3_clip1.mp4
jakiZQd4boM_3_clip0.mp4,jakiZQd4boM_3.mp4,0.0,Neutral,jakiZQd4boM,train,jakiZQd4boM,3,jakiZQd4boM_3_clip2.mp4
jakiZQd4boM_3_clip0.mp4,jakiZQd4boM_3.mp4,0.0,Neutral,jakiZQd4boM,train,jakiZQd4boM,3,jakiZQd4boM_3_clip3.mp4
n5MU2-GFjo8_0_clip0.mp4,n5MU2-GFjo8_0.mp4,0.0,Neutral,n5MU2-GFjo8,train,n5MU2-GFjo8,0,n5MU2-GFjo8_0_clip0.mp4
n5MU2-GFjo8_0_clip0.mp4,n5MU2-GFjo8_0.mp4,0.0,Neutral,n5MU2-GFjo8,train,n5MU2-GFjo8,0,n5MU2-GFjo8_0_clip1.mp4
n5MU2-GFjo8_0_clip0.mp4,n5MU2-GFjo8_0.mp4,0.0,Neutral,n5MU2-GFjo8,train,n5MU2-GFjo8,0,n5MU2-GFjo8_0_clip2.mp4
n5MU2-GFjo8_0_clip0.mp4,n5MU2-GFjo8_0.mp4,0.0,Neutral,n5MU2-GFjo8,train,n5MU2-GFjo8,0,n5MU2-GFjo8_0_clip3.mp4
icIS9VfbzMw_13_clip0.mp4,icIS9VfbzMw_13.mp4,-1.0,Negative,icIS9VfbzMw,test,icIS9VfbzMw,13,icIS9VfbzMw_13_clip0.mp4
eTn2P4wmFr4_11_clip0.mp4,eTn2P4wmFr4_11.mp4,-1.67,Negative,eTn2P4wmFr4,val,eTn2P4wmFr4,11,eTn2P4wmFr4_11_clip0.mp4
eTn2P4wmFr4_11_clip0.mp4,eTn2P4wmFr4_11.mp4,-1.67,Negative,eTn2P4wmFr4,val,eTn2P4wmFr4,11,eTn2P4wmFr4_11_clip1.mp4
VVZLA2neYyw_1_clip0.mp4,VVZLA2neYyw_1.mp4,0.0,Neutral,VVZLA2neYyw,test,VVZLA2neYyw,1,VVZLA2neYyw_1_clip0.mp4
VVZLA2neYyw_1_clip0.mp4,VVZLA2neYyw_1.mp4,0.0,Neutral,VVZLA2neYyw,test,VVZLA2neYyw,1,VVZLA2neYyw_1_clip1.mp4
VVZLA2neYyw_1_clip0.mp4,VVZLA2neYyw_1.mp4,0.0,Neutral,VVZLA2neYyw,test,VVZLA2neYyw,1,VVZLA2neYyw_1_clip2.mp4
VVZLA2neYyw_1_clip0.mp4,VVZLA2neYyw_1.mp4,0.0,Neutral,VVZLA2neYyw,test,VVZLA2neYyw,1,VVZLA2neYyw_1_clip3.mp4
VVZLA2neYyw_1_clip0.mp4,VVZLA2neYyw_1.mp4,0.0,Neutral,VVZLA2neYyw,test,VVZLA2neYyw,1,VVZLA2neYyw_1_clip4.mp4
jgNu58Da9cs_0_clip0.mp4,jgNu58Da9cs_0.mp4,0.0,Neutral,jgNu58Da9cs,val,jgNu58Da9cs,0,jgNu58Da9cs_0_clip0.mp4
jgNu58Da9cs_0_clip0.mp4,jgNu58Da9cs_0.mp4,0.0,Neutral,jgNu58Da9cs,val,jgNu58Da9cs,0,jgNu58Da9cs_0_clip1.mp4
jgNu58Da9cs_0_clip0.mp4,jgNu58Da9cs_0.mp4,0.0,Neutral,jgNu58Da9cs,val,jgNu58Da9cs,0,jgNu58Da9cs_0_clip2.mp4
Rdf0Psjyrwc_1_clip0.mp4,Rdf0Psjyrwc_1.mp4,3.0,Positive,Rdf0Psjyrwc,test,Rdf0Psjyrwc,1,Rdf0Psjyrwc_1_clip0.mp4
Rdf0Psjyrwc_1_clip0.mp4,Rdf0Psjyrwc_1.mp4,3.0,Positive,Rdf0Psjyrwc,test,Rdf0Psjyrwc,1,Rdf0Psjyrwc_1_clip1.mp4
Rdf0Psjyrwc_1_clip0.mp4,Rdf0Psjyrwc_1.mp4,3.0,Positive,Rdf0Psjyrwc,test,Rdf0Psjyrwc,1,Rdf0Psjyrwc_1_clip2.mp4
Rdf0Psjyrwc_1_clip0.mp4,Rdf0Psjyrwc_1.mp4,3.0,Positive,Rdf0Psjyrwc,test,Rdf0Psjyrwc,1,Rdf0Psjyrwc_1_clip3.mp4
Rdf0Psjyrwc_1_clip0.mp4,Rdf0Psjyrwc_1.mp4,3.0,Positive,Rdf0Psjyrwc,test,Rdf0Psjyrwc,1,Rdf0Psjyrwc_1_clip4.mp4
Rdf0Psjyrwc_1_clip0.mp4,Rdf0Psjyrwc_1.mp4,3.0,Positive,Rdf0Psjyrwc,test,Rdf0Psjyrwc,1,Rdf0Psjyrwc_1_clip5.mp4
