key,sentiment_score,confidence_score,negation_score,uncertainty_score,hedging_score,subjectivity_score,polarity_score
-HwX2H8Z4hY[2],0.0,0.0,0.0,0.0,0.0,0.0,0.0
-HwX2H8Z4hY[3],0.33333334,0.0,0.33333334,0.0,0.0,0.33333334,0.0
-HwX2H8Z4hY[4],-2.0,0.0,0.6666667,0.0,0.0,0.6666667,0.0
-HwX2H8Z4hY[5],-1.0,0.0,0.0,0.0,0.0,0.0,0.0
-HwX2H8Z4hY[6],0.0,0.0,0.0,0.0,0.0,0.0,0.0
-HwX2H8Z4hY[7],0.6666667,0.6666667,0.0,0.0,0.0,0.0,0.0
-HwX2H8Z4hY[8],-1.6666666,0.0,0.0,0.6666667,0.0,0.6666667,0.0
-HwX2H8Z4hY[9],-0.33333334,0.0,0.0,0.33333334,0.0,0.0,1.0
-IUUR2yyNbw[0],0.33333334,0.6666667,0.0,0.0,0.0,0.0,0.0
-IUUR2yyNbw[1],0.0,1.0,0.0,0.0,0.0,0.0,0.33333334
-IUUR2yyNbw[2],0.33333334,0.0,0.0,0.0,0.0,0.0,0.0
-IUUR2yyNbw[3],0.33333334,0.0,0.6666667,0.0,0.0,0.0,0.0
-IUUR2yyNbw[4],0.0,0.33333334,0.0,0.0,0.0,0.0,0.0
-I_e4mIh0yE[0],-0.6666667,0.0,0.33333334,0.0,0.0,0.0,0.0
-I_e4mIh0yE[1],0.6666667,0.0,0.0,0.0,0.0,0.0,1.0
-I_e4mIh0yE[2],-0.6666667,0.33333334,0.6666667,0.0,0.0,0.33333334,0.33333334
-IqSFQePnpU[0],0.0,0.0,0.33333334,0.0,0.6666667,0.0,1.0
-KCahx2qBOI[0],-0.33333334,0.33333334,0.33333334,0.0,0.0,0.33333334,0.0
-KCahx2qBOI[1],0.0,0.0,0.0,0.33333334,0.0,0.0,0.0
-KCahx2qBOI[2],0.0,0.33333334,0.0,0.33333334,0.0,0.0,0.0
-LnuDPiuuZw[0],0.33333334,0.6666667,0.0,0.6666667,0.0,0.0,0.0
-LnuDPiuuZw[1],0.33333334,0.33333334,0.0,0.0,0.0,0.0,0.0
-LnuDPiuuZw[2],1.0,1.0,0.0,0.0,0.0,0.0,0.0
-LnuDPiuuZw[3],1.3333334,0.6666667,0.0,0.0,0.0,0.0,0.0
-MeTTeMJBNc[0],0.33333334,0.0,0.0,0.0,0.0,0.0,0.0
-MeTTeMJBNc[1],0.33333334,1.3333334,0.0,0.0,0.0,0.0,0.0
-MeTTeMJBNc[2],0.0,0.6666667,0.0,0.33333334,0.0,0.0,0.0
-MeTTeMJBNc[3],1.3333334,1.3333334,0.0,0.0,0.33333334,0.0,0.0
-NFrJFQijFE[0],0.0,0.0,0.33333334,0.0,0.0,0.0,0.0
-NFrJFQijFE[1],0.33333334,0.33333334,0.0,0.0,0.0,0.0,0.0
-NFrJFQijFE[2],0.0,0.0,0.0,0.0,0.0,0.0,0.0
-NFrJFQijFE[3],0.33333334,0.33333334,0.0,0.0,0.0,0.0,0.0
-RfYyzHpjk4[0],2.0,1.0,0.6666667,0.33333334,0.0,0.0,0.0
-RfYyzHpjk4[1],0.33333334,0.33333334,0.0,0.0,0.0,0.0,0.0
-RfYyzHpjk4[2],0.33333334,0.0,0.0,0.0,0.0,0.0,0.0
-RfYyzHpjk4[3],0.0,0.33333334,0.0,0.6666667,0.0,0.33333334,0.0
-RpZEe4w4fY[0],2.3333333,2.0,0.0,0.0,0.0,0.0,0.0
-RpZEe4w4fY[10],0.33333334,0.33333334,0.0,0.0,0.0,0.0,0.0
-RpZEe4w4fY[11],0.6666667,0.33333334,0.0,0.33333334,0.0,0.0,0.0
-RpZEe4w4fY[1],0.6666667,0.33333334,0.0,1.0,0.0,0.0,0.0
-RpZEe4w4fY[2],1.6666666,0.6666667,0.0,1.3333334,0.0,0.0,0.0
-RpZEe4w4fY[3],0.0,0.0,0.0,0.0,0.0,0.0,0.0
-RpZEe4w4fY[4],1.3333334,1.3333334,0.0,0.0,0.0,0.0,0.0
-RpZEe4w4fY[5],0.0,0.6666667,0.0,1.0,0.0,0.0,0.0
-RpZEe4w4fY[6],0.33333334,0.33333334,0.0,0.0,0.0,0.0,0.0
-RpZEe4w4fY[7],0.33333334,0.0,0.0,0.0,0.0,0.0,0.0
-RpZEe4w4fY[8],0.33333334,0.0,0.0,0.6666667,0.0,0.0,0.0
-RpZEe4w4fY[9],0.6666667,0.33333334,0.0,0.0,0.0,0.0,0.33333334
-SYSVSQnTnA[0],1.6666666,2.0,0.0,0.0,0.0,0.0,0.0
-SYSVSQnTnA[1],-0.33333334,0.6666667,0.0,0.0,0.0,0.0,0.0
-SYSVSQnTnA[2],1.0,0.6666667,0.0,0.0,0.0,0.0,0.0
-THoVjtIkeU[0],1.6666666,1.3333334,0.33333334,0.0,0.0,0.0,0.6666667
-THoVjtIkeU[1],1.6666666,1.6666666,0.0,0.0,0.0,0.0,0.0
-THoVjtIkeU[2],-0.33333334,1.6666666,0.0,0.0,0.6666667,0.0,0.0
-THoVjtIkeU[3],2.3333333,1.6666666,0.0,0.0,0.0,0.0,0.0
-THoVjtIkeU[4],2.0,2.0,0.0,0.0,0.0,0.0,0.0
-THoVjtIkeU[5],1.3333334,1.0,0.0,0.0,0.0,0.0,0.0
-THoVjtIkeU[6],2.6666667,1.0,0.0,0.0,0.0,0.0,0.0
-THoVjtIkeU[7],1.0,1.6666666,0.0,0.0,0.0,0.0,0.33333334
-UUCSKoHeMA[0],0.0,0.33333334,0.0,0.33333334,0.0,0.0,0.0
-UUCSKoHeMA[1],-0.33333334,0.0,0.0,0.0,0.33333334,0.0,0.0
-UUCSKoHeMA[2],0.0,0.33333334,0.0,0.33333334,0.0,0.0,0.0
-UUCSKoHeMA[3],0.6666667,0.6666667,0.0,0.33333334,0.0,0.0,0.0
-UacrmKiTn4[0],-0.6666667,0.33333334,0.0,0.6666667,0.0,0.0,0.0
-UacrmKiTn4[1],-1.3333334,0.0,0.0,0.0,0.0,0.0,0.0
-UacrmKiTn4[2],0.0,0.33333334,0.0,0.0,0.0,0.0,0.0
-UacrmKiTn4[3],0.33333334,0.33333334,0.0,0.33333334,0.0,0.0,0.0
-UuX1xuaiiE[0],2.6666667,1.6666666,0.0,0.0,0.0,0.0,0.0
-UuX1xuaiiE[1],1.6666666,1.0,0.0,0.0,0.0,0.0,0.0
-UuX1xuaiiE[2],1.6666666,1.3333334,0.0,0.0,0.0,0.0,0.0
-UuX1xuaiiE[3],0.33333334,0.33333334,0.0,0.0,0.0,0.0,0.0
-UuX1xuaiiE[4],2.0,1.3333334,0.0,0.0,0.0,0.0,0.0
-UuX1xuaiiE[5],1.0,0.0,0.6666667,0.0,0.0,0.0,0.0
-UuX1xuaiiE[6],-0.33333334,0.33333334,0.6666667,0.33333334,0.0,0.6666667,0.33333334
-UuX1xuaiiE[7],-1.3333334,0.0,1.3333334,0.33333334,0.0,1.0,0.0
-UuX1xuaiiE[8],1.6666666,0.6666667,0.0,0.0,0.0,0.0,0.0
-UuX1xuaiiE[9],0.6666667,0.6666667,0.0,0.0,0.0,0.0,0.0
-VmheDA92mM[0],-2.6666667,0.0,2.0,1.0,0.0,1.0,0.33333334
-VmheDA92mM[1],-2.0,0.0,0.0,1.0,0.0,0.0,0.0
-VmheDA92mM[2],-1.3333334,0.0,0.0,0.6666667,0.0,0.6666667,0.0
-VmheDA92mM[3],0.6666667,0.0,0.0,0.0,0.0,0.0,0.0
-VmheDA92mM[4],0.0,0.0,0.33333334,1.0,0.0,0.0,0.0
-WXXTNIJcVM[0],2.0,1.0,0.0,0.0,0.0,0.0,0.0
-WXXTNIJcVM[1],1.6666666,1.6666666,0.0,0.0,0.0,0.0,0.0
-WXXTNIJcVM[2],2.3333333,2.6666667,0.0,0.0,0.0,0.0,0.0
-WXXTNIJcVM[3],1.6666666,1.6666666,0.0,0.0,0.33333334,0.0,0.0
-WXXTNIJcVM[4],0.33333334,0.0,0.0,0.0,0.33333334,0.0,0.0
-ZgjBOA1Yhw[0],-0.33333334,0.0,0.33333334,0.0,0.33333334,0.0,0.33333334
-ZgjBOA1Yhw[1],-0.6666667,0.0,0.6666667,0.0,0.0,0.0,0.33333334
-ZgjBOA1Yhw[2],-0.33333334,0.0,0.0,0.0,0.0,0.0,0.33333334
-ZgjBOA1Yhw[3],0.33333334,0.33333334,0.6666667,0.0,0.0,0.0,0.0
-ZgjBOA1Yhw[4],0.33333334,0.0,0.0,0.0,0.0,0.0,0.0
-ZgjBOA1Yhw[5],0.0,0.0,0.0,0.6666667,0.0,0.0,0.0
-a55Q6RWvTA[0],0.6666667,0.33333334,0.0,0.0,0.0,0.0,0.0
-aNfi7CP8vM[0],0.0,0.33333334,0.0,0.33333334,0.33333334,0.0,0.0
-aNfi7CP8vM[1],0.0,0.0,0.0,0.0,0.0,0.0,0.0
-aqamKhZ1Ec[0],-2.0,0.0,1.0,0.0,0.33333334,0.6666667,0.0
-aqamKhZ1Ec[1],-0.6666667,0.0,0.6666667,0.0,0.33333334,0.33333334,0.6666667
-aqamKhZ1Ec[2],-0.33333334,1.0,0.0,0.0,0.0,0.0,0.0
-bl5PfNIYrk[0],1.0,0.33333334,0.0,0.0,0.0,0.0,0.0
-bl5PfNIYrk[1],2.0,0.6666667,0.0,0.0,0.0,0.0,0.0
-bl5PfNIYrk[2],1.6666666,1.0,0.0,0.0,0.0,0.0,0.0
-bl5PfNIYrk[3],1.0,0.6666667,0.0,0.0,0.0,0.0,0.0
-bl5PfNIYrk[4],1.3333334,1.6666666,0.0,0.0,0.33333334,0.0,0.0
-bl5PfNIYrk[5],1.3333334,0.33333334,0.0,0.0,0.0,0.0,0.0
-bl5PfNIYrk[6],1.3333334,0.33333334,0.33333334,0.0,0.0,0.0,0.0
-cEhr0cQcDM[0],1.3333334,0.6666667,0.33333334,0.0,0.33333334,0.0,0.0
-cEhr0cQcDM[1],0.0,0.0,0.0,0.0,0.0,0.0,0.0
-cmk6cfUeMs[0],0.6666667,0.6666667,0.0,0.0,0.0,0.0,0.0
-cmk6cfUeMs[1],0.6666667,1.3333334,0.0,0.0,0.0,0.0,0.0
-dZ1TCboxcQ[0],0.0,0.0,0.33333334,0.6666667,0.0,0.33333334,0.0
-dZ1TCboxcQ[1],-0.33333334,0.0,1.3333334,0.6666667,0.0,0.0,0.0
-dZ1TCboxcQ[2],-0.33333334,0.0,1.0,0.0,0.0,0.33333334,0.0
-dZ1TCboxcQ[3],-0.6666667,0.0,1.0,1.0,0.0,0.6666667,0.0
-dxfTGcXJoc[0],1.0,0.0,0.0,1.0,0.0,0.0,0.0
-dxfTGcXJoc[1],1.6666666,0.33333334,0.0,0.0,0.0,0.0,0.0
-dxfTGcXJoc[2],0.6666667,0.0,0.0,1.0,0.0,0.0,0.0
-dxfTGcXJoc[3],1.3333334,0.33333334,0.0,1.0,0.0,0.0,0.0
-dxfTGcXJoc[4],1.6666666,0.6666667,0.0,0.0,0.6666667,0.0,0.0
-dxfTGcXJoc[5],2.0,0.33333334,0.0,0.0,0.0,0.0,0.0
-dxfTGcXJoc[6],0.6666667,0.0,0.0,0.0,0.0,0.0,0.0
-dxfTGcXJoc[7],1.0,0.0,0.0,1.0,0.0,0.0,0.0
-egA8-b7-3M[0],0.6666667,0.0,0.6666667,0.0,0.0,0.0,0.0
-egA8-b7-3M[10],1.3333334,0.33333334,0.6666667,0.0,0.0,0.0,0.0
-egA8-b7-3M[11],1.3333334,0.6666667,0.0,0.0,0.0,0.0,0.0
-egA8-b7-3M[12],1.6666666,0.6666667,0.0,0.0,0.0,0.0,0.0
-egA8-b7-3M[13],0.6666667,0.33333334,0.0,0.0,0.0,0.0,0.0
-egA8-b7-3M[14],0.33333334,0.0,0.33333334,0.0,0.0,0.0,0.0
-egA8-b7-3M[15],0.6666667,0.0,0.6666667,0.0,0.0,0.0,0.0
-egA8-b7-3M[16],0.33333334,0.0,0.0,0.0,0.0,0.0,0.0
-egA8-b7-3M[1],0.33333334,0.0,0.0,0.0,0.0,0.0,0.0
-egA8-b7-3M[2],0.33333334,0.0,0.0,0.0,0.0,0.0,0.0
-egA8-b7-3M[3],0.0,0.0,0.6666667,0.0,0.0,0.0,0.0
-egA8-b7-3M[4],0.6666667,0.33333334,0.0,0.0,0.0,0.0,0.0
-egA8-b7-3M[5],0.33333334,0.0,0.33333334,0.0,0.0,0.0,0.0
-egA8-b7-3M[6],1.0,0.33333334,0.6666667,0.0,0.0,0.0,0.0
-egA8-b7-3M[7],0.0,0.0,0.6666667,0.0,0.0,0.0,0.0
-egA8-b7-3M[8],0.33333334,0.0,0.0,0.0,0.0,0.0,0.0
-egA8-b7-3M[9],0.0,0.0,0.6666667,0.0,0.0,0.0,0.0
-hPfPhUIzfA[0],1.6666666,1.3333334,0.0,0.0,0.0,0.0,0.0
-hPfPhUIzfA[1],0.6666667,0.0,0.0,0.0,0.0,0.0,0.0
-hPfPhUIzfA[2],0.6666667,0.0,0.0,0.0,0.0,0.0,0.0
-hPfPhUIzfA[3],1.0,0.0,0.0,0.0,0.0,0.0,0.0
-hnBHBN8p5A[0],2.3333333,2.6666667,0.0,0.0,0.0,0.0,0.0
-hnBHBN8p5A[1],1.0,0.6666667,0.0,0.0,0.33333334,0.0,0.0
-hnBHBN8p5A[2],0.6666667,0.6666667,0.0,0.0,0.0,0.0,0.0
-hnBHBN8p5A[3],0.0,0.0,0.33333334,0.0,0.0,0.0,0.6666667
-hnBHBN8p5A[4],0.33333334,1.0,0.0,0.0,0.0,0.0,0.0
-iRBcNs9oI8[0],1.6666666,2.0,0.0,0.0,0.0,0.0,0.0
-iRBcNs9oI8[1],2.0,2.0,0.0,0.0,0.0,0.0,0.0
-iRBcNs9oI8[2],0.0,0.33333334,0.0,0.0,0.0,0.0,0.0
-iRBcNs9oI8[3],1.0,1.3333334,0.0,0.0,0.0,0.0,0.0
-iRBcNs9oI8[4],0.6666667,1.6666666,0.0,0.0,0.0,0.0,0.0
-iRBcNs9oI8[5],0.0,2.0,0.0,0.0,0.0,0.0,0.0
-iRBcNs9oI8[6],0.33333334,1.6666666,0.0,0.0,0.0,0.0,0.0
-iRBcNs9oI8[7],0.6666667,0.33333334,0.0,0.0,0.0,0.0,0.0
-iRBcNs9oI8[8],1.0,2.0,0.0,0.0,0.0,0.0,0.0
-iRBcNs9oI8[9],1.3333334,2.0,0.0,0.0,0.0,0.0,0.0
-l_53IwQoj0[0],0.33333334,0.33333334,0.0,0.33333334,0.0,0.0,0.0
-lqc32Zpr7M[0],0.0,0.6666667,0.0,0.0,0.0,0.0,0.0
-lqc32Zpr7M[1],0.33333334,0.6666667,1.6666666,0.0,0.0,0.0,0.33333334
-lqc32Zpr7M[2],-0.6666667,0.0,0.6666667,0.0,0.0,0.0,0.0
-lqc32Zpr7M[3],-0.6666667,0.0,1.6666666,0.0,0.0,0.0,0.0
-lzEya4AM_4[0],-0.33333334,0.0,0.33333334,0.33333334,0.0,0.0,0.0
-lzEya4AM_4[1],-0.6666667,0.0,0.0,0.33333334,0.0,0.0,0.33333334
-lzEya4AM_4[2],-0.33333334,0.0,0.0,0.0,0.0,0.0,0.0
-lzEya4AM_4[3],0.0,0.0,0.0,1.0,0.0,0.0,0.0
-lzEya4AM_4[4],0.6666667,0.0,0.0,1.0,0.0,0.0,0.0
-m9KtvCk_L8[0],0.0,0.0,0.33333334,0.0,0.0,0.0,0.0
-m9KtvCk_L8[1],-0.33333334,0.0,0.33333334,0.0,0.0,0.0,0.0
-m9KtvCk_L8[2],0.0,0.33333334,0.0,0.0,0.0,0.0,0.0
-mJ2ud6oKI8[0],0.0,0.0,1.0,0.0,0.0,0.0,0.0
-mJ2ud6oKI8[1],0.0,0.0,0.33333334,0.0,0.0,0.0,0.0
-mJ2ud6oKI8[2],0.0,0.0,0.6666667,0.0,0.0,0.0,0.0
-mJ2ud6oKI8[3],0.0,0.0,0.0,0.0,0.0,0.0,0.0
-mJ2ud6oKI8[4],1.3333334,0.33333334,0.0,0.0,0.0,0.0,0.0
-mJ2ud6oKI8[5],0.33333334,0.0,0.0,0.0,0.0,0.0,0.0
-mJ2ud6oKI8[6],0.0,0.0,0.0,0.0,0.0,0.0,0.0
-mJ2ud6oKI8[7],-0.33333334,0.0,0.0,0.0,0.0,0.0,0.0
-mJ2ud6oKI8[8],0.0,0.0,0.0,0.0,0.0,0.0,0.0
-mqbVkbCndg[0],0.0,0.0,0.0,0.6666667,0.0,0.0,0.0
-mqbVkbCndg[1],0.0,0.0,0.0,0.0,0.0,0.0,0.0
-mqbVkbCndg[2],0.33333334,0.0,0.0,0.0,0.0,0.0,0.0
-o_667Ny7RM[0],1.0,1.0,0.0,0.0,0.0,0.0,0.0
-qDkUB0GgYY[0],2.0,2.0,0.0,0.6666667,0.0,0.0,0.0
-qDkUB0GgYY[1],1.3333334,1.3333334,0.0,0.0,0.0,0.0,0.0
-qDkUB0GgYY[2],1.6666666,1.6666666,0.0,0.0,0.0,0.0,0.0
-qMhGeJkp5o[0],1.6666666,0.6666667,0.0,0.0,0.33333334,0.0,0.0
-qMhGeJkp5o[1],0.6666667,0.6666667,0.0,0.0,0.0,0.0,0.0
-qMhGeJkp5o[2],1.0,0.6666667,0.0,0.0,0.0,0.0,0.0
-qMhGeJkp5o[3],1.6666666,2.3333333,0.0,0.0,0.0,0.0,0.0
-qMhGeJkp5o[4],0.6666667,0.6666667,0.0,0.6666667,0.0,0.0,0.0
-qMhGeJkp5o[5],1.6666666,1.3333334,0.0,0.0,0.0,0.0,0.0
-qMhGeJkp5o[6],0.0,0.33333334,0.0,1.0,0.0,0.0,0.0
-qMhGeJkp5o[7],0.6666667,0.33333334,0.0,0.0,0.0,0.0,0.33333334
-qMhGeJkp5o[8],-1.3333334,0.33333334,0.0,1.0,0.0,0.0,0.0
-ri04Z7vwnc[0],0.0,0.0,0.6666667,0.0,0.0,0.0,0.0
-ri04Z7vwnc[1],-0.33333334,0.0,0.0,0.0,0.0,0.0,0.0
-ri04Z7vwnc[2],-0.33333334,0.0,0.0,0.0,0.0,0.0,0.0
-ri04Z7vwnc[3],0.33333334,0.33333334,1.0,0.0,0.0,0.0,0.0
-ri04Z7vwnc[4],1.0,0.33333334,1.0,0.0,0.0,0.0,0.0
-ri04Z7vwnc[5],0.6666667,0.6666667,0.0,0.0,0.0,0.0,0.0
-rxZxtG0xmY[0],-1.0,0.0,1.0,0.0,0.0,0.0,0.0
-rxZxtG0xmY[1],0.0,0.0,0.6666667,0.6666667,0.0,0.0,0.33333334
-s9qJ7ATP7w[0],-0.33333334,0.0,0.33333334,0.0,0.0,0.0,0.0
-s9qJ7ATP7w[1],0.6666667,0.6666667,0.6666667,0.0,0.0,0.33333334,0.0
-s9qJ7ATP7w[2],1.3333334,1.6666666,0.0,0.0,0.0,0.0,0.0
-s9qJ7ATP7w[3],0.6666667,1.0,0.0,0.0,0.0,0.0,0.0
-s9qJ7ATP7w[4],0.0,1.0,0.0,0.0,0.0,0.0,0.0
-s9qJ7ATP7w[5],-2.0,0.0,1.6666666,0.0,0.0,0.0,0.0
-s9qJ7ATP7w[6],0.0,0.0,0.0,0.0,0.0,0.0,0.0
-s9qJ7ATP7w[7],1.0,2.0,0.0,0.0,0.0,0.0,0.0
-s9qJ7ATP7w[8],1.3333334,0.6666667,0.0,0.0,0.0,0.0,0.0
-s9qJ7ATP7w[9],1.0,1.6666666,0.33333334,0.0,0.6666667,0.33333334,0.0
-t217m2on-s[0],0.6666667,0.6666667,0.0,0.0,0.0,0.0,0.0
-t217m2on-s[1],-0.6666667,0.0,0.6666667,0.0,0.0,0.0,0.33333334
-tANM6ETl_M[0],-0.6666667,0.0,0.0,0.33333334,0.0,0.6666667,0.0
-tANM6ETl_M[1],0.33333334,0.0,0.0,0.0,0.0,0.0,0.0
-tANM6ETl_M[2],0.33333334,1.6666666,0.33333334,0.33333334,0.33333334,0.0,0.0
-tPCytz4rww[0],0.0,0.0,0.33333334,0.0,0.0,0.0,0.0
-tPCytz4rww[1],0.0,0.33333334,0.0,0.0,0.0,0.0,0.0
-tPCytz4rww[2],0.0,0.0,0.33333334,0.0,0.0,0.0,0.0
-tPCytz4rww[3],0.0,0.0,0.6666667,0.0,0.0,0.0,0.6666667
-tPCytz4rww[4],0.0,0.33333334,0.33333334,0.0,0.0,0.0,0.0
-tPCytz4rww[5],0.0,0.0,0.0,0.0,0.0,0.0,0.0
-uywlfIYOS8[0],0.33333334,1.0,0.0,0.0,0.0,0.0,0.0
-uywlfIYOS8[1],2.6666667,1.3333334,0.0,0.6666667,0.0,0.0,0.33333334
-vxjVxOeScU[0],0.6666667,1.0,0.0,0.33333334,0.0,0.0,0.0
-vxjVxOeScU[1],1.0,1.0,0.0,0.33333334,0.0,0.0,0.0
-vxjVxOeScU[2],1.3333334,1.0,0.0,0.0,0.0,0.0,0.0
-wMB_hJL-3o[0],1.0,2.0,0.0,0.0,0.0,0.0,0.0
-wMB_hJL-3o[1],1.3333334,0.33333334,0.33333334,0.0,0.0,0.0,0.0
-wMB_hJL-3o[2],0.6666667,0.6666667,0.0,0.0,0.0,0.0,0.0
-wMB_hJL-3o[3],0.33333334,0.0,0.33333334,0.0,0.0,0.0,0.0
-wdUIwjDMfg[0],2.0,0.6666667,0.0,0.0,0.0,0.0,0.0
-wny0OAz3g8[0],0.33333334,0.33333334,0.0,0.0,0.0,0.0,0.0
-wny0OAz3g8[1],0.33333334,0.33333334,0.0,0.0,0.0,0.0,0.0
-wny0OAz3g8[2],-0.33333334,0.33333334,0.0,0.0,0.0,0.0,0.0
-wny0OAz3g8[3],-1.3333334,0.0,0.0,0.6666667,0.0,1.0,0.0
-wny0OAz3g8[4],0.0,0.0,0.33333334,0.33333334,0.0,0.0,0.0
-wny0OAz3g8[5],1.0,1.3333334,0.0,0.0,0.0,0.0,0.0
-wny0OAz3g8[6],0.0,0.33333334,0.0,0.0,0.0,0.0,0.0
-wny0OAz3g8[7],0.0,0.6666667,0.0,0.0,0.0,0.0,0.0
-wny0OAz3g8[8],0.6666667,1.0,0.0,0.0,0.0,0.0,0.0
-yRb-Jum7EQ[0],0.0,0.0,0.33333334,0.0,0.0,0.0,0.0
-yRb-Jum7EQ[1],0.0,0.0,1.0,0.6666667,0.0,0.0,0.0
-yRb-Jum7EQ[2],0.0,0.0,0.0,0.0,0.0,0.33333334,0.0
-yRb-Jum7EQ[3],-0.6666667,0.0,0.33333334,0.6666667,0.0,0.33333334,0.0
-yRb-Jum7EQ[4],0.0,0.33333334,0.6666667,1.0,0.0,0.0,0.0
03X1FwF6udc[0],0.33333334,0.0,0.33333334,0.0,0.0,0.0,0.33333334
03X1FwF6udc[1],0.0,0.0,0.33333334,0.0,0.0,0.0,0.0
03X1FwF6udc[2],0.6666667,0.33333334,0.0,0.0,0.0,0.0,0.0
03X1FwF6udc[3],0.33333334,0.33333334,0.0,0.0,0.0,0.0,0.0
